index,logic_type,logic_subtype,logic_type_code,Premise,Hypothesis,Label
1610,First Order Logic,Generalized Modus Ponens,F5,"If it is the year of elections, then the president is campaigning.. It the year of elections.","Therefore, the president is tired.",Undetermined
1611,First Order Logic,Generalized Modus Ponens,F5,"If the music is playing, then the party is happening.. The music is playing.","Therefore, the party is happening.",True
1612,First Order Logic,Generalized Modus Ponens,F5,"If the lights are on, then the play is happening.. The lights are on.","Therefore, the play is happening.",True
1613,First Order Logic,Generalized Modus Ponens,F5,"If the stage is set, then the play is about to start.. The stage is set.","Therefore, the play is about to start.",True
1614,First Order Logic,Generalized Modus Ponens,F5,"If the play is starting, then the actors are onstage.. The play is starting.","Therefore, the actors are onstage.",True
1615,First Order Logic,Generalized Modus Ponens,F5,"If the play is happening, then the audience is watching.. The play is happening.","Therefore, the audience is watching.",True
1616,First Order Logic,Generalized Modus Ponens,F5,"If the audience is watching, then the play is successful.. The audience is watching.","Therefore, the play is successful.",True
1617,First Order Logic,Generalized Modus Ponens,F5,"If the play is successful, then the actors are happy.. The play is successful.","Therefore, the actors are happy.",True
1618,First Order Logic,Generalized Modus Ponens,F5,"If the student has a black belt, then the student is a martial arts expert.. The student has a black belt.","Therefore, the student is a martial arts expert.",True
1619,First Order Logic,Generalized Modus Ponens,F5,"If the artist is famous, then the artist is a performance art expert.. The artist is famous.","Therefore, the artist is a performance art expert.",True
1620,First Order Logic,Generalized Modus Ponens,F5,"If the painting is in a museum, then the painting is a work of art.. The painting is in a museum.","Therefore, the painting is a work of art.",True
1621,Propositional Calculus,Disjunctive syllogism,P4,Either the lamp is defective or the bulb is burned out.. The bulb is not burned out.,"Therefore, the lamp is defective.",True
1622,Propositional Calculus,Disjunctive syllogism,P4,Either it will rain tomorrow or it will be sunny.. It will not rain tomorrow.,"Therefore, it will be sunny.",True
1623,Propositional Calculus,Disjunctive syllogism,P4,The building will be either too tall or too short.. The building will not be too short.,"Therefore, the building will be too tall.",True
1624,Propositional Calculus,Disjunctive syllogism,P4,The patient will either recover or die.. The patient will not recover.,"Therefore, the patient will die.",True
1625,Propositional Calculus,Disjunctive syllogism,P4,John is either at home or at the library.. John is not at home.,"Therefore, John is at the library.",True
1626,Propositional Calculus,Disjunctive syllogism,P4,Cows either graze in the meadow or drink from the stream.. Cows are not grazing in the meadow.,"Therefore, the cows are drinking from the stream.",True
1627,Propositional Calculus,Disjunctive syllogism,P4,Either John is taller than Average Joe or Average Joe is taller than John.. John is not taller than Average Joe.,"Therefore, Average Joe is taller than John.",True
1628,Propositional Calculus,Disjunctive syllogism,P4,I will either study for the exam or go to the party.. I am not going to the party.,"Therefore, I am studying for the exam.",True
1629,Propositional Calculus,Disjunctive syllogism,P4,Either I am telling the truth or I am lying.. I am not lying.,"Therefore, I am telling the truth.",True
1630,Propositional Calculus,Disjunctive syllogism,P4,Either I will get an A on the exam or I will fail.. I will not fail.,"Therefore, I will get an A on the exam.",True
1631,Propositional Calculus,Disjunctive syllogism,P4,Either the conference will be in Seattle or it will be in Los Angeles.. It is not the case that the conference will be in Seattle.,"Therefore, the conference will be in Los Angeles.",True
1632,Propositional Calculus,Disjunctive syllogism,P4,Either the moon is made of green cheese or it is made of yellow cheese.. It is not the case that the moon is made of green cheese.,"Therefore, the moon is made of yellow cheese.",True
1633,Propositional Calculus,Disjunctive syllogism,P4,Either the moon orbits around Earth or it  orbits around Mars.. It is not the case that the moon orbits around Mars.,"Therefore, the moon does not orbit around Earth.",False
1634,Propositional Calculus,Disjunctive syllogism,P4,Either the moon is a natural satellite of Earth or it is a man made satellite of Earth.. It is not the case that the moon is a man made satellite of Earth.,"Therefore, the moon is not a natural satellite of Earth.",False
1635,Propositional Calculus,Disjunctive syllogism,P4,Either Mars is habitable or it has no water.. It is not the case that Mars is habitable.,"Therefore, it has lots of water",False
1636,Propositional Calculus,Disjunctive syllogism,P4,Either the moon is in the solar system or it is an alien heavenly body. It is not the case that the moon is an alien heavenly body.,"Therefore, the moon is not in the solar system.",False
1637,Propositional Calculus,Disjunctive syllogism,P4,Either Clinton was the 42nd president of the United States or Bush was the 42nd president of the United States.. Bush was not the 42nd president of the United States.,"Therefore, Clinton was the 42nd president of the United States.",True
1638,Propositional Calculus,Disjunctive syllogism,P4,Either the capital of Australia is Sydney or it is Canberra.. It is not the case that the capital of Australia is Sydney.,"Therefore, it is the case that the capital of Australia is Sydney.",False
1639,Propositional Calculus,Disjunctive syllogism,P4,Either there is intelligent life on other planets or there is not.. It is not the case that there is intelligent life on other planets.,"Therefore, it is the case that there is not intelligent life on other planets.",True
1640,Propositional Calculus,Disjunctive syllogism,P4,Either Phoenix is a city in Arizona or it is in California.. It is not the case that Phoenix is a city in California.,"Therefore, it is the case that Phoenix is a city in California.",False
1641,Propositional Calculus,Disjunctive syllogism,P4,The butler did it or the maid did it.. The butler didn't do it.,"Therefore, the maid did it.",True
1642,Propositional Calculus,Disjunctive syllogism,P4,The thief stole the painting or the maid stole the painting.. The thief didn't steal the painting.,"Therefore, the maid stole the painting.",True
1643,Propositional Calculus,Disjunctive syllogism,P4,The doctor is either in the office or in the hospital.. The doctor is not in the office.,"Therefore, the doctor is in the hospital.",True
1644,Propositional Calculus,Disjunctive syllogism,P4,The waiter is either in the kitchen or in the dining room.. The waiter is not in the kitchen.,"Therefore, the waiter is in the dining room.",True
1645,Propositional Calculus,Disjunctive syllogism,P4,The man was either bald or had a beard.. The man wasn't bald.,"Therefore, the man had a beard.",True
1646,Propositional Calculus,Disjunctive syllogism,P4,The gardener watered the plants or the maid watered the plants.. The gardener didn't water the plants.,"Therefore, the maid watered the plants.",True
1647,Propositional Calculus,Disjunctive syllogism,P4,The butler poured the wine or the maid poured the wine.. The butler didn't pour the wine.,"Therefore, the maid poured the wine.",True
1648,Propositional Calculus,Disjunctive syllogism,P4,The lamp is broken or the vase is broken.. The vase isn't broken.,"Therefore, the lamp is broken.",True
1649,Propositional Calculus,Disjunctive syllogism,P4,Either the glass is half full or it is half empty.. The glass is not half empty.,"Therefore, the glass is half full.",True
1650,Propositional Calculus,Disjunctive syllogism,P4,I will have the steak or the chicken.. The steak is too expensive.,"Therefore, I will have the chicken.",True
1651,Propositional Calculus,Disjunctive syllogism,P4,Either the moon is round or the moon is a star.. The moon is not round.,"Therefore, the moon has life on it",Undetermined
1652,Propositional Calculus,Disjunctive syllogism,P4,Either there is a God or there is no God.. It is not the case that there is a God.,"Therefore, there are unknown spirits",Undetermined
1653,Propositional Calculus,Disjunctive syllogism,P4,Either men are taller than women or women are taller as men.. Women are not taller than men.,"Therefore, women are as tall as men",Undetermined
1654,Propositional Calculus,Disjunctive syllogism,P4,Either today is Monday or it is Tuesday.. It is not the case that today is Monday.,"Therefore, it is the case that today is Friday.",Undetermined
1655,Propositional Calculus,Disjunctive syllogism,P4,Either I will finish my homework tonight or I will do it tomorrow.. I am not going to do it tomorrow.,"Therefore, I will finish my homework the day after tomorrow.",Undetermined
1656,Propositional Calculus,Disjunctive syllogism,P4,You will take out the trash or you will clean the kitchen.. You already took out the trash.,"Therefore, you will clean the bedroom.",Undetermined
1657,Propositional Calculus,Disjunctive syllogism,P4,John will meet Mary at the party or John will meet Sally at the party.. John didn't meet Mary at the party.,"Therefore, John met Lisa at the party.",Undetermined
1658,Propositional Calculus,Disjunctive syllogism,P4,Either the cat slept through the storm or the cat hid during the storm.. The cat did not sleep through the storm.,"Therefore, the cat hid during the storm.",True
1659,Propositional Calculus,Disjunctive syllogism,P4,Either time travel is possible or it is a big joke.. It is not the case that time travel is possible.,"Therefore, it is the case that time travel is possible in some places",False
