,premise,hypothesis,gold,predict,error
848,Some musicians are popular.  All popular musicians are good.  Beyonce is a good musician,Beyonce is not popular.,0,0,0
849,Some dogs are loyal.  All loyal dogs are trainable.  Fido is not trainable,Fido is not loyal,1,1,0
850,Some countries are developed.  All developed countries have a strong economy,Africa does not have a strong economy.,1,0,1
851,Some students are good at math.  All students who are good at math study hard,Bill is good at math.,0,1,1
852,"All the members of the jury are required to be present during deliberations.  If a member is not present, they cannot participate in deliberations.  John is not present",John can participate in deliberations.,0,1,1
853,Only employees of the company are allowed in the building.  John is not an employee of the company,John is allowed in the building.,0,0,0
854,"If a person has a cold, they will have a fever.  Shawn has a cold",Shawn will have a fever.,1,1,0
855,"If a person has the flu, they will have a fever.  Shawn does not have a fever",Shawn does not have the flu.,1,1,0
856,Every employee of the company must wear a name tag.  John is not wearing a name tag,John is not an employee of the company.,1,1,0
857,Some dogs are not friendly.  All animals are either friendly or not friendly,Some animals are not friendly.,1,1,0
858,Some animals are carnivores.  All carnivores eat meat.  Felines are not carnivores,Felines do not eat meat,1,0,1
859,All vertebrates have a backbone,Sharks have a backbone.,0,1,1
860,Some dogs are friendly.  All friendly dogs like to play fetch,Max is not a friendly dog.,0,0,0
861,Some fruit is healthy.  All apples are fruit,Apples are healthy.,1,1,0
862,Some animals are dangerous.  All lions are animals,Lions are dangerous.,1,1,0
863,Some apples are green.  All green apples are sour,Some apples are sour.,1,1,0
864,Some penguins are black and white.  All penguins who are black and white live in Antarctica,Some penguins live in Antarctica.,1,1,0
865,Some dogs are cute.  All dogs who are cute like to play fetch,Some dogs like to play fetch.,1,1,0
866,Some dogs are aggressive.  All aggressive dogs have a history of abuse,Some dogs have a history of abuse.,1,1,0
867,Some cats are lazy.  All lazy cats sleep a lot,Some cats sleep a lot.,1,1,0
868,Some planets are in our solar system.  All planets in our solar system have moons,Some planets are not in our solar system.,1,0,1
869,Some planets are in our solar system.  All planets in our solar system have moons,Some planets in our solar system does not have moons.,0,0,0
870,Lisa needs to buy a new dress for her friend's wedding. The wedding is in two weeks. Lisa has not bought the dress yet,Lisa will not buy the dress in time for the wedding.,1,1,0
871,Tom is taller than Jerry.  Jerry is shorter than John. Tom is taller than John,Jerry is shorter than Tom.,1,1,0
872,Jogging is a good way to stay in shape. John jogs every morning. John is in good shape,John jogs every morning.,1,1,0
873,All swans are white. John saw a swan. The swan was white,John saw a white swan.,1,1,0
874,Bicycles have two wheels. All vehicles have at least two wheels. Bicycles are vehicles,Some vehicles have less than two wheels.,0,0,0
875,Spiders have eight legs. All insects have eight legs. Spiders are insects,All insects have eight legs.,1,1,0
876,All animals are either a vertebrate or an invertebrate. A vertebrate has a backbone. Dogs are animals,Dogs do not have a backbone.,0,0,0
877,Dogs have wet noses because they help them cool off. Riley's nose is wet,Riley is a dog.,1,1,0
878,Most birds can fly. Penguins are birds. Penguins cannot fly,All birds can fly.,0,0,0
879,Lisa is taller than her sister. Lisa is taller than Anna. Anna is Lisa's sister,Anna is taller than her sister.,0,1,1
880,All odd numbers are not divisible by 2. 3 is an odd number. 3 is not divisible by 2,3 is not an odd number.,0,1,1
881,The conference room is on the second floor. The conference room is up the stairs. The conference room is not down the stairs,The conference room is not on the first floor.,1,2,1
882,Every triangle has three sides. Isosceles triangles have two sides of the same length. All isosceles triangles have three sides of different lengths,Every triangle has three sides of different lengths.,0,1,1
883,All plants need sunlight to grow. Mushrooms are plants. Mushrooms do not need sunlight to grow,Mushrooms are not plants.,0,1,1
884,Cats generally like to drink milk. Fiona is a cat,Fiona does not like to drink milk.,0,0,0
885,All swans are white. The swan in the lake is white,The swan in the lake is not white.,0,0,0
886,"Joe asserts that the moon is made of cheese. Sue asserts that the moon is not made of cheese. When Joe asserts something, he is normally right. When Sue asserts something, she is normally right. Sue's evidence is more reliable than Joe's",The moon is not made of cheese.,1,1,0
887,"Tim believes that the sun revolves around the earth. Bob believes that the earth revolves around the sun. When Tim believes something, he is normally right. When Bob believes something, he is normally right. Bob's evidence is more reliable than Tim's",The earth revolves around the sun.,1,1,0
888,"Rachel believes that abortion is morally wrong. John believes that abortion is morally acceptable. When Rachel believes something, she is normally right. When John believes something, he is normally right. John's evidence is more reliable than Rachel's",Abortion is morally acceptable.,1,1,0
889,"Sam believes that there is only one God. Pat believes that there are many Gods. When Sam believes something, he is normally right. When Pat believes something, she is normally right. Pat's evidence is more reliable than Sam's",There are many Gods.,1,0,1
890,"Jen believes that the earth is flat. Mark believes that the earth is a sphere. When Jen believes something, she is normally right. When Mark believes something, he is normally right. Mark's evidence is more reliable than Jen's",The earth is a sphere.,1,1,0
891,"George believes that the universe was created by a big bang. Susan believes that the universe was created by God. When George believes something, he is normally right. When Susan believes something, she is normally right. Susan's evidence is more reliable than George's",The universe was created by God.,1,1,0
892,"Todd believes that the earth is the center of the universe. Lisa believes that the sun is the center of the universe. When Todd believes something, he is normally right. When Lisa believes something, she is normally right. Lisa's evidence is more reliable than Todd's",The sun is the center of the universe.,1,1,0
893,Tim believes that abortion is morally wrong. Sue believes that abortion is morally permissible. Tim's has proof that abortion is morally wrong,Abortion is morally wrong.,1,0,1
894,Ann believes that global warming is real. Brian believes that global warming is not real. Ann's has proof that global warming is real,Global warming is real.,1,1,0
895,Jill believes that there is intelligent life on other planets. John believes that there is not intelligent life on other planets. Jill's has proof that there is intelligent life on other planets,There is intelligent life on other planets.,1,1,0
896,Lisa believes that animals should not be used for experimentation. Mike believes that animals should be used for experimentation. Lisa's has proof that animals should not be used for experimentation,Animals should not be used for experimentation.,1,1,0
897,Karen believes that extraterrestrial life exists. Jill believes that extraterrestrial life does not exist. Karen's has proof that extraterrestrial life exists,Extraterrestrial life exists.,1,0,1
898,Matt believes that the universe is infinite. John believes that the universe is finite. Matt's has proof that the universe is infinite,The universe is infinite.,1,1,0
899,Rachel believes that there is a God. Tom believes that there is no God. Rachel's has proof that there is a God,There is a God.,1,0,1
900,Sarah believes that global warming is a hoax. Tom believes that global warming is real. Sarah's evidence is more reliable than Tom's,Global warming is a hoax.,0,1,1
901,George believes that the moon landing was faked. Joe believes that the moon landing was real. George's evidence is more convincing than Joe's,The moon landing was faked.,1,1,0
902,Sarah believes that ghosts are real. Tom believes that ghosts are not real. Sarah's evidence is more convincing than Tom's,Ghosts are real.,1,1,0
903,Harry believes that the universe was created by a god. Sally believes that the universe was not created by a god. Harry's evidence is more convincing than Sally's,The universe was created by a god.,1,0,1
904,Joey believes that the earth is billions of years old. Monica believes that the earth is only a few thousand years old. Joey's evidence is more convincing than Monica's,The earth is billions of years old.,1,0,1
905,Ross believes that dinosaurs roamed the earth millions of years ago. Monica believes that dinosaurs never roamed the earth. Ross's evidence is more convincing than Monica's,Dinosaurs roamed the earth millions of years ago.,1,0,1
906,Phoebe believes that time travel is possible. Joey believes that time travel is not possible. Phoebe's evidence is more convincing than Joey's,Time travel is not possible.,0,1,1
907,Phoebe believes that aliens have visited earth. Monica believes that aliens have not visited earth. Phoebe's evidence is more convincing than Monica's,Aliens have not visited earth.,0,1,1
908,Chandler believes that the universe is expanding. Rachel believes that the universe is not expanding. Chandler's evidence is more convincing than Rachel's,The universe is not expanding.,0,1,1
909,"Timmy believes that there is a monster under his bed. Johnny believes that there is no such thing as monsters. When Timmy believes something, he is generally right. When Johnny believes something, he is generally right. Johnny's evidence is more reliable than Timmy's",There is no such thing as monsters.,1,1,0
